title,start_date,price,product_type,duration,course_url,provider,description,learning_outcomes,who_should_attend
Masterclass in Gestalt Interventions,03 Aug 2026,"$6,311.10",Classroom,41h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P11MGI&LastEntry=,Civil Service College (CSC),"This masterclass offers a holistic approach to working in large, complex social systems, with a strong emphasis on the core Gestalt concepts of use of self and personal presence. It includes lectures, experiential exercises, skills practice with feedback, case studies and analysis, reflection and journaling, and reading materials. Learning takes place in a range of settings, including individual work, pairs, groups, ad hoc structures, and plenary sessions.

Three internationally recognized Gestalt teachers and practitioners lead the programme.

Method of the Masterclass

Please note that there will be a pre and post class virtual session for this programme.

Pre-class Virtual Session: 20 July 2026, 8:00am - 10:00am
Physical Classroom: 3-6 August 2026, 9:00am - 5:00pm and 7 August 2026, 9:00am - 1:00pm
Post-class Virtual Session: 1 October 2026, 8:00am - 11:00am","Experience and learn Gestalt theory and practice
Conceive of organisations as complex social systems existing within the context of a broader environment
Develop greater self-awareness and competence in use-of-self as an instrument of change and making a difference with your presence
Master the four primary models: Cycle of Experience, Unit of Work, Four Roles of the Gestalt Intervener, and the RSVP Fundamentals of Leadership Model
Recognise resistance to change and adopt a respectful and creative attitude toward resistance using the Gestalt Paradoxical Theory of Change
Enhance skills in attending to and intervening at multiple levels of system","You are an Organisation Development practitioner in the Singapore Public Service. You would like to develop your competence in adapting OD Interventions in your practice through designing and facilitating complex and unpredictable situations. Officers who also play an OD role in other functions are welcome. 

To qualify for entry to the Masterclass in Gestalt Interventions Programme, you will need to have attended either of these programmes: OD Graduate Certificate Programme (MSGCOD) / Intermediate Programme for OD Practitioners (MSIPOVL) / OD Practitioner Certification Programme (MSODCP). If you do not have these qualifications but believe that this programme is for you, please write in with reasons why."
Foundational Curriculum for Frontline Service Officers,-,,Classroom,42h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P11FLC&LastEntry=,Civil Service College (CSC),"(Do note that CRFCFSO was the previous code for this programme)

Are you in your first year of frontline service work?

This curriculum equips you with the essential service skills you will need in your first year as a frontline service officer.

From serving as one Public Service using the CARE Service Principles to mastering empathetic communication, this curriculum will empower you to deliver effective services to citizens with confidence and resilience. Secure your spot today to upskill and become a confident frontline service officer. 

Please note that this is a blended curriculum comprising a series of curated e-learning programmes and two in-person training programmes. Access to e-learning programmes will be available within 2 weeks from your registration date until 70 days after the last day of your in-person class.

E-Learning Component

Learn at your own pace with our e-learning programmes:

First 100 Days: Onboarding for Service Officers
CARE Service Principles
Understandin","By the end of the curriculum, you will be able to:

Articulate the role and responsibilities of frontline service officers.
Apply CARE service principles in interactions with citizens across various service touchpoints. 
Demonstrate personal resilience in managing change and difficult situations.
Apply empathetic communication techniques to manage difficult customer situations and enhance customer satisfaction.",You are a Singapore Public Officer who is in the first year of frontline service.
Career Fitness for Mid-career Officers (Senior Officers),02 Jul 2026,$0.00,Classroom,8h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P21CFR&LastEntry=,Civil Service College (CSC),"(Do note that CRCRE10 was the previous code for this programme)

When was the last time you pause and reflect about how far you've come in your career?

This programme provides a structured approach to rediscover your career identity and transform your wealth of experience into meaningful opportunities. Through structured approaches and hands-on exercises, discover how to transform your wealth of experience into meaningful opportunities while managing work-life commitments to shape the second half of your next CareerFitness journey with renewed purpose and impact.","At the end of this programme, participants will be able to:

Discuss what career development is and why it is important
Rediscover personal values, interests and strengths to reinvent the second half of their career
Evaluate and leverage transferable skills and career interests to create new career possibilities
Explore career development resources and support to gather career insights
Recognise how structure and clarity lead to meaningful coaching conversations
Develop an actionable career plan with specific milestones and support mechanisms",Public service officers (MX 13 and above)
Career Fitness for Mid-career Officers (Support Officers),13 Jul 2026,$0.00,Classroom,8h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P11CFRS&LastEntry=,Civil Service College (CSC),"(Do note that CRCRE20 was the previous code for this programme)

Seeking fresh energy and purpose in the next half of your professional journey? 

This programme guides you to review your years of valuable experience and translate them into meaningful new opportunities. 

Through proven frameworks and practical approaches, you'll rediscover your unique strengths, translate them into exciting career possibilities, and shape the second half of your CareerFitness journey. 

Whether you're looking to deepen your expertise in your current role or explore new horizons, this programme provides the structured guidance and practical tools to help you create impact while maintaining work-life harmony.","At the end of this programme, participants will be able to:

Discuss what career development is and why it is important
Rediscover personal values, interests and strengths to reinvent the second half of their career
Evaluate and leverage transferable skills and career interests to create new career possibilities
Explore career development resources and support to gather career insights
Recognise how structure and clarity lead to meaningful coaching conversations
Develop an actionable career plan with specific milestones and support mechanisms.",Public service officers (MX 13(I) and below)
Driving Customer Experience (CX): An Organisational Systems Approach,12 Oct 2026,"$1,417.00",Classroom,18h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P11DCX&LastEntry=,Civil Service College (CSC),"(Do note that CROSAA was the previous code for this programme)

A consistent and high-quality service experience, across internal and external stakeholders, is key to fulfilling your agency’s mission. Yet many agencies struggle with fragmented efforts, unclear service vision, and siloed ownership of service culture.

In this two-day workshop, participants will:

Co-create a shared service vision that aligns cross-functional teams.
Activate the whole agency by using practical tools and service levers to build shared ownership, especially beyond frontline teams.
Improve what matters, with the right metrics and feedback loops to sustain and reinforce culture change.

The programme blends diagnostics, real-world examples, and practical tools to equip you with actionable strategies and peer insights. Walk away with a clear plan to delivering a consistent, mission-aligned service experience across your agency.","Understand the importance of a co-created shared service vision to deliver consistent service experience for internal and external stakeholders.

Assess the right service culture levers and tools to activate whole of agency to have shared ownership of service culture.

Recommend organisational changes based on the insights from the feedback loops to measure and reinforce service culture in their agency.",Senior Assistant Directors & above leaders who want drive a consistent customer experience across functions and ranks through the use of service culture levers and tangible clear metrics.
Service Unwrapped: AI-gniting Service Innovation,13 Aug 2026,$8,Classroom,6h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P11SUSU&LastEntry=,Civil Service College (CSC),"(Do note that CRSUSU1 was the previous code for this programme)

Service Unwrapped: AI-gniting Service Innovation takes you on a journey of discovery, unravelling the complexities of AI implementation layer by layer. This programme progressively unwraps practical insights and tools to help you harness GenAI for your service challenges.

In this programme, you'll experiment with building a practical GenAI protoype for an actual service pain point you're facing, using accessible no-code platforms like Pair and AI Bots*. 

We begin by helping you develop a clear problem statement, then gradually guide you through building your prototype solution. No technical background required.

*Pair & AI Bots are accessible via GSIB","1.    Describe the potential of GenAI in enhancing service delivery using examples from both public and private sectors to inspire innovative thinking in agency contexts

2.    Outline strategies and best-practices to overcome common GenAI adoption challenges in the service delivery context

3.    Identify service delivery workflow challenges that are well-suited for GenAI integration

4.    Prototype a simple GenAI service bot through hands on practice that can be implemented in their organisation with readily available tools (e.g. Pair, AI Bot)",You are an officer in the Service Delivery function.
Service Unwrapped: Insights to Impact,21 Sep 2026,$692.15,Classroom,12h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P21SUII&LastEntry=,Civil Service College (CSC),"Service Unwrapped: Insights to Impact equips officers with the skills to turn customer data into action. This programme takes officers beyond technical data analysis, emphasising the journey from uncovering customer insights to engaging stakeholders for service improvements.

Through hands-on practice, participants strengthen their sensemaking skills, synthesise findings into compelling problem statements, create prototypes that communicate ideas persuasively—enabling insight-driven decisions that improve service delivery and customer experience.

Working on real workplace projects, participants will benefit from peer sharing and collaborative problem-solving. Participants will also have the opportunity to participate in a clinic session to share progress updates, receive feedback, and refine their approaches with support from fellow participants.

By combining sensemaking skills with practical communication strategies, this programme empowers officers to bridge the gap between custome","Apply sensemaking methods to analyse customer data and uncover meaningful actionable insights. 
 
Translate insights into well-defined problem statements. 
 
Develop strategies to communicate customer insights persuasively to influence service decisions.",Public officers in various functional roles that support their agency’s service delivery.
Service Values Workshop For Frontline Officers,27 Aug 2026,$942.85,Classroom,8h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P11SVW&LastEntry=,Civil Service College (CSC),"(Do note that CRSVW13 was the previous code for this programme)

Designed in partnership with ROHEI, the Service Values Workshop offers a multi-sensory, immersive learning experience. Through experiential learning activities, you'll learn to apply the Whole-of-Government CARE service principles, enabling you to deliver seamless and coordinated service to our citizens.
 

Note: This course is conducted at Rohei Campus (Devan Nair Institute, 80 Jurong East Street 21, #05-03)","Appreciate the significance of understanding the customers' perspective and putting them top of mind, displaying empathy and proactively resolving their issues, and placing people at the core in service delivery.
Employ strategies to build and display emotional resilience, and learn to reframe and bounce back from difficult or challenging situations, while adopting a fresh perspective for delivering workplace excellence.
Work collaboratively and effectively as part of a team within and across agencies and with multiple stakeholders, optimising for the greater good.",You are a Singapore Public Officer who regularly interacts with members of the public.
The ODExcelerator Programme for Advanced OD Practitioners,15 May 2026,"$3,600",Milestone,160h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=MS-M31ODEX&LastEntry=,Civil Service College (CSC),"Ready to elevate your OD practice and create system-wide impact? Sign up here.

Introducing the ODExcelerator Programme – a bespoke accelerator programme targeted at advanced OD practitioners – designed to deepen their competence, enhance their confidence and maximise system-wide impact while being deployed on OD consulting projects across different agencies or even at the Whole-of-Government levels.

The ODExcelerator Programme provides a structured, practice-driven pathway for advanced OD practitioners to deepen their consulting capability while progressing towards completion of the Executive Certificate for OD Professionals (ECOD) requirements. Through the programme, CSC-ILOD intentionally curates and plans practitioners’ consulting engagements, deploying them across appropriate OD projects and providing ongoing project supervision and mentoring throughout the journey.

By integrating practicum, supervision, and applied learning into a cohesive experience, the ODExcelerator enables ","1. Broadened Perspective & Knowledge: By working on consulting gigs outside of their organisation, OD practitioners will gain exposure to diverse organisational challenges and cultures. This broader perspective allows them to apply good practices from other agencies and contexts to solve problems in their own organisation, driving innovation and fresh solutions.

2. Enhanced Consulting Skills: The practicum allows practitioners to develop hands-on consulting skills, such as stakeholder management, diagnosis, intervention design, and facilitation. These skills will directly benefit the organisation, as practitioners bring back more refined expertise to manage internal OD projects, ensuring greater effectiveness and impact.

3. Professional Growth and Increased Confidence: This programme provides OD practitioners with the valuable opportunity to be mentored & supervised by senior OD practitioners with significant experience in both public and private sector contexts. As they grow in conf","You are an advanced-level Organisation Development practitioner with a strong passion in OD and a strong motivation to serve the Singapore Public Service and would like to develop your competence and confidence to support your leaders in achieving strategic outcomes and enhancing organisational health. 

ODExcelerator Prerequisites 

The ODExcelerator Programme is designed for advanced OD practitioners who are ready to deepen their consulting capability while progressing towards the completion of the Executive Certificate for OD Professionals (ECOD) requirements. The prerequisites are generally as follows: 

OD Practitioner Foundation Programme; AND
One of the following: Graduate Certificate in Organisation Development OR Intermediate OD Practitioner Programme (previous programme title) OR OD Practitioner Certification Programme (ODCP) OR Graduate Diploma in Leading and Sustaining Change (LSC). 

Selection Process:

Applicants who meet the programme prerequisites will be screened for e"
Writing Empathetic Emails with GenAI,,,Classroom,8h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P12WEAI&LastEntry=,Civil Service College (CSC),"(Do note that CREAI was the previous code for this programme)

Discover the power of Generative Artificial Intelligence (GenAI) in enhancing email communication with our upcoming 1-day programme. 

 

The ‘Writing Empathetic Emails with GenAI’ (CREAI) programme is designed for public officers who are in service functions. It equips service officers with the knowledge and skills to leverage AI tools like Pair and SmartCompose to craft empathetic email responses to their customers. They will gain insights into the role and benefits of AI in email communication, and how to complement it with human connectedness and empathy.

 

Join us and harness the potential of AI in improving email structure, content, and tone, ensuring a seamless blend of technology and empathy in your correspondence with the public!

 

You are required to bring your GSIB laptop to class so that you can access to two AI tools easily, i.e. Pair and SmartCompose.

 

Please ensure that you have access to Pair and Smar","By the end of this workshop, you will be able to:  

Explain the role and benefits of AI in enhancing service delivery to customers via email communication within the public service.  
Identify the limits of AI in understanding context and human emotions, reinforcing the irreplaceable value of human empathy.  
Apply AI tools (Pair Chat and SmartCompose) to improve the structure, content, and empathetic tone of emails. 
Draft responses to emails using AI while ensuring that issues are addressed with appropriate empathy.",Public officers who are in service functions and are keen to learn how to leverage AI to write emails to customers. It is recommended for officers to attend ‘[Virtual Classroom] Writing with Empathy’ programme CRWEV10 before attending this programme.
